,0_F,0_I,0_M,1,2,3,4,5,6,7,8
3231,0.0,0.0,1.0,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,12
1818,1.0,0.0,0.0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
986,1.0,0.0,0.0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
3669,0.0,1.0,0.0,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9
2474,0.0,0.0,1.0,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
2771,1.0,0.0,0.0,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9
3210,0.0,0.0,1.0,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
773,0.0,0.0,1.0,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9
2160,0.0,0.0,1.0,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
2397,0.0,1.0,0.0,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17
1374,0.0,0.0,1.0,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
771,0.0,1.0,0.0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
466,1.0,0.0,0.0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
2965,0.0,0.0,1.0,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
1180,0.0,0.0,1.0,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
2136,1.0,0.0,0.0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
814,0.0,1.0,0.0,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
1711,0.0,0.0,1.0,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
2531,0.0,0.0,1.0,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10
11,0.0,0.0,1.0,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10
3604,0.0,1.0,0.0,0.455,0.37,0.11,0.514,0.2385,0.1235,0.126,8
1390,1.0,0.0,0.0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
652,0.0,1.0,0.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11
3927,0.0,1.0,0.0,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
723,0.0,0.0,1.0,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
2419,1.0,0.0,0.0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
568,0.0,0.0,1.0,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7
3490,0.0,0.0,1.0,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,10
3738,1.0,0.0,0.0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
2973,0.0,0.0,1.0,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
3729,0.0,0.0,1.0,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
837,0.0,1.0,0.0,0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
2794,1.0,0.0,0.0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10
362,1.0,0.0,0.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
1723,1.0,0.0,0.0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1210,0.0,1.0,0.0,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
2526,0.0,0.0,1.0,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9
879,1.0,0.0,0.0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
2936,0.0,0.0,1.0,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
1518,0.0,0.0,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
1414,0.0,0.0,1.0,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
2903,1.0,0.0,0.0,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,8
3129,1.0,0.0,0.0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
62,1.0,0.0,0.0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
3939,0.0,0.0,1.0,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
1796,0.0,0.0,1.0,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
2058,0.0,0.0,1.0,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
319,0.0,1.0,0.0,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
2045,0.0,1.0,0.0,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2466,0.0,0.0,1.0,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9
4053,1.0,0.0,0.0,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
404,0.0,1.0,0.0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7
4044,1.0,0.0,0.0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
4134,1.0,0.0,0.0,0.595,0.455,0.14,0.914,0.3895,0.2225,0.271,9
3142,0.0,1.0,0.0,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
4031,0.0,1.0,0.0,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
2502,0.0,1.0,0.0,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5
1101,0.0,1.0,0.0,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
286,0.0,0.0,1.0,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
3234,1.0,0.0,0.0,0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13
2252,1.0,0.0,0.0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
223,1.0,0.0,0.0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
2327,0.0,0.0,1.0,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
2146,0.0,0.0,1.0,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
610,1.0,0.0,0.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
1843,0.0,1.0,0.0,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
3404,0.0,0.0,1.0,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,8
1399,1.0,0.0,0.0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
3659,0.0,0.0,1.0,0.545,0.41,0.14,0.737,0.349,0.15,0.212,9
549,0.0,1.0,0.0,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
4061,0.0,0.0,1.0,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
3289,0.0,0.0,1.0,0.535,0.42,0.16,0.72,0.275,0.164,0.225,15
3119,1.0,0.0,0.0,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
111,0.0,0.0,1.0,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
1898,1.0,0.0,0.0,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
4077,0.0,1.0,0.0,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9
3326,0.0,1.0,0.0,0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,12
3786,0.0,0.0,1.0,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
2319,1.0,0.0,0.0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
1757,1.0,0.0,0.0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
1090,0.0,1.0,0.0,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6
1413,0.0,0.0,1.0,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
2086,1.0,0.0,0.0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
1458,0.0,1.0,0.0,0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7
2164,0.0,0.0,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
1076,0.0,1.0,0.0,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
1255,0.0,1.0,0.0,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
3071,1.0,0.0,0.0,0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,11
638,0.0,1.0,0.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
2363,0.0,0.0,1.0,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
3850,1.0,0.0,0.0,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
3736,0.0,0.0,1.0,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
3570,0.0,0.0,1.0,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
1467,0.0,1.0,0.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
1764,0.0,1.0,0.0,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
3362,0.0,0.0,1.0,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
3081,1.0,0.0,0.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,14
893,0.0,1.0,0.0,0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
3463,0.0,0.0,1.0,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11
2623,1.0,0.0,0.0,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
3898,1.0,0.0,0.0,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
3602,0.0,1.0,0.0,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5
2744,0.0,0.0,1.0,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11
3857,0.0,0.0,1.0,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
1644,0.0,0.0,1.0,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
499,0.0,0.0,1.0,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
3272,0.0,0.0,1.0,0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,11
143,0.0,0.0,1.0,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
1022,1.0,0.0,0.0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
3947,0.0,0.0,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
2129,0.0,0.0,1.0,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
53,1.0,0.0,0.0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
3644,0.0,1.0,0.0,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
1491,1.0,0.0,0.0,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
4141,1.0,0.0,0.0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
3520,1.0,0.0,0.0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
3757,0.0,1.0,0.0,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
1717,1.0,0.0,0.0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
1426,1.0,0.0,0.0,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
415,1.0,0.0,0.0,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15
1050,1.0,0.0,0.0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
2357,0.0,0.0,1.0,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17
843,0.0,0.0,1.0,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
4152,0.0,1.0,0.0,0.37,0.28,0.09,0.218,0.0995,0.0545,0.0615,7
2573,0.0,1.0,0.0,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
2198,0.0,1.0,0.0,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
2557,0.0,1.0,0.0,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7
1661,0.0,0.0,1.0,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1501,0.0,0.0,1.0,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
1444,0.0,1.0,0.0,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6
2301,1.0,0.0,0.0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,10
1309,0.0,1.0,0.0,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
164,1.0,0.0,0.0,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
1252,0.0,1.0,0.0,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7
2276,1.0,0.0,0.0,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
3981,0.0,0.0,1.0,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
3629,0.0,1.0,0.0,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,6
1132,1.0,0.0,0.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
3355,0.0,1.0,0.0,0.435,0.34,0.11,0.407,0.1685,0.073,0.13,10
3299,0.0,0.0,1.0,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,16
3970,0.0,1.0,0.0,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
2134,1.0,0.0,0.0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
3707,0.0,0.0,1.0,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
1165,1.0,0.0,0.0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
3831,1.0,0.0,0.0,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
1774,0.0,0.0,1.0,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
3021,0.0,1.0,0.0,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,9
3607,0.0,0.0,1.0,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8
229,1.0,0.0,0.0,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
3866,1.0,0.0,0.0,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
2006,0.0,1.0,0.0,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7
2392,0.0,0.0,1.0,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
355,0.0,0.0,1.0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
1634,1.0,0.0,0.0,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
1256,0.0,1.0,0.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7
2308,0.0,0.0,1.0,0.455,0.355,0.13,0.515,0.2,0.1275,0.175,11
3969,0.0,1.0,0.0,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
126,0.0,1.0,0.0,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
1984,1.0,0.0,0.0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
985,0.0,0.0,1.0,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,10
639,1.0,0.0,0.0,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13
2414,0.0,1.0,0.0,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9
1945,1.0,0.0,0.0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
776,0.0,0.0,1.0,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15
3855,0.0,0.0,1.0,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
1582,0.0,1.0,0.0,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
665,1.0,0.0,0.0,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10
3975,0.0,1.0,0.0,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
1835,0.0,1.0,0.0,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
1282,0.0,0.0,1.0,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
2703,0.0,0.0,1.0,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11
1077,0.0,1.0,0.0,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
2778,1.0,0.0,0.0,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
916,0.0,1.0,0.0,0.385,0.265,0.08,0.251,0.124,0.037,0.07,6
2167,1.0,0.0,0.0,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
2805,1.0,0.0,0.0,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11
178,0.0,1.0,0.0,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
3687,0.0,1.0,0.0,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
3161,1.0,0.0,0.0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
1861,0.0,0.0,1.0,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
1705,0.0,0.0,1.0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
23,1.0,0.0,0.0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
2561,0.0,1.0,0.0,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6
1920,1.0,0.0,0.0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
3919,0.0,1.0,0.0,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
1791,0.0,0.0,1.0,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
4048,1.0,0.0,0.0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
2004,0.0,1.0,0.0,0.375,0.275,0.085,0.22,0.109,0.05,0.0605,7
2370,0.0,1.0,0.0,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
2358,1.0,0.0,0.0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20
4115,1.0,0.0,0.0,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
2412,0.0,0.0,1.0,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7
816,0.0,1.0,0.0,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
1651,1.0,0.0,0.0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
1577,0.0,1.0,0.0,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
352,0.0,0.0,1.0,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
3913,0.0,1.0,0.0,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11
3449,0.0,0.0,1.0,0.52,0.395,0.125,0.8115,0.4035,0.166,0.2,7
1946,0.0,0.0,1.0,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
2893,1.0,0.0,0.0,0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
3701,0.0,0.0,1.0,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
1913,0.0,0.0,1.0,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
868,1.0,0.0,0.0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,10
864,0.0,0.0,1.0,0.6,0.495,0.175,1.29,0.606,0.276,0.3445,11
3368,0.0,1.0,0.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,13
3950,1.0,0.0,0.0,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
1043,0.0,0.0,1.0,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
1117,0.0,1.0,0.0,0.53,0.4,0.125,0.617,0.279,0.127,0.19,8
2680,0.0,0.0,1.0,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10
3859,1.0,0.0,0.0,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
2688,0.0,0.0,1.0,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
1232,0.0,1.0,0.0,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
1307,0.0,1.0,0.0,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
838,1.0,0.0,0.0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
29,0.0,0.0,1.0,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
1143,0.0,0.0,1.0,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
2654,1.0,0.0,0.0,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9
2052,0.0,0.0,1.0,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
1383,1.0,0.0,0.0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
1470,0.0,1.0,0.0,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9
2025,1.0,0.0,0.0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
2345,1.0,0.0,0.0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
1063,0.0,1.0,0.0,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
3795,0.0,0.0,1.0,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
48,0.0,1.0,0.0,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
3244,1.0,0.0,0.0,0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515,19
1734,0.0,0.0,1.0,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
576,0.0,1.0,0.0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10
1375,1.0,0.0,0.0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
3120,1.0,0.0,0.0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,9
1320,0.0,1.0,0.0,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
3734,0.0,0.0,1.0,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
2485,0.0,1.0,0.0,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
983,1.0,0.0,0.0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
4088,0.0,0.0,1.0,0.6,0.47,0.13,1.0105,0.423,0.219,0.298,9
2186,1.0,0.0,0.0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
63,0.0,0.0,1.0,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
243,0.0,1.0,0.0,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
193,0.0,1.0,0.0,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
4090,0.0,0.0,1.0,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
4104,1.0,0.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,11
1790,1.0,0.0,0.0,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
4163,0.0,1.0,0.0,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
1305,1.0,0.0,0.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
3305,0.0,1.0,0.0,0.6,0.445,0.175,1.057,0.383,0.216,0.355,16
3109,0.0,1.0,0.0,0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
318,1.0,0.0,0.0,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
3073,0.0,0.0,1.0,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
3839,0.0,0.0,1.0,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
3489,1.0,0.0,0.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
1162,0.0,0.0,1.0,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
4081,0.0,0.0,1.0,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
1727,0.0,0.0,1.0,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
1768,0.0,1.0,0.0,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8
1707,0.0,0.0,1.0,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
3117,1.0,0.0,0.0,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
2710,0.0,0.0,1.0,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
1957,1.0,0.0,0.0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
1647,1.0,0.0,0.0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
2853,1.0,0.0,0.0,0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8
521,1.0,0.0,0.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5
3810,0.0,1.0,0.0,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
3503,1.0,0.0,0.0,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
2905,0.0,0.0,1.0,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
1237,0.0,1.0,0.0,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
3633,0.0,1.0,0.0,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,5
2951,0.0,0.0,1.0,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
2813,0.0,1.0,0.0,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
2377,0.0,1.0,0.0,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12
2298,0.0,1.0,0.0,0.415,0.325,0.1,0.385,0.167,0.08,0.125,7
4097,0.0,0.0,1.0,0.635,0.5,0.18,1.2915,0.594,0.2695,0.37,9
2563,0.0,1.0,0.0,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7
3690,0.0,0.0,1.0,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
2324,1.0,0.0,0.0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,17
2570,0.0,1.0,0.0,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7
231,0.0,0.0,1.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
1323,0.0,1.0,0.0,0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
2864,0.0,1.0,0.0,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6
3425,1.0,0.0,0.0,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
4147,0.0,0.0,1.0,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,11
3890,0.0,0.0,1.0,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
3324,0.0,1.0,0.0,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12
3820,0.0,0.0,1.0,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
2917,0.0,0.0,1.0,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
3275,0.0,0.0,1.0,0.46,0.355,0.11,0.415,0.215,0.082,0.13,12
3531,0.0,1.0,0.0,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,7
2407,0.0,1.0,0.0,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12
2793,0.0,0.0,1.0,0.63,0.505,0.175,1.221,0.555,0.252,0.34,12
4165,0.0,1.0,0.0,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
586,0.0,1.0,0.0,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
1662,1.0,0.0,0.0,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9
3135,0.0,0.0,1.0,0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,9
4171,0.0,0.0,1.0,0.56,0.43,0.155,0.8675,0.4,0.172,0.229,8
4085,0.0,0.0,1.0,0.585,0.51,0.16,1.218,0.639,0.241,0.3,11
561,0.0,1.0,0.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
3179,0.0,1.0,0.0,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
1867,0.0,1.0,0.0,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
3959,1.0,0.0,0.0,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
1194,1.0,0.0,0.0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
3316,0.0,0.0,1.0,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
